6.13916e+3,1.13267e-16
8.02897e+3,7.23223e-17
1.05070e+4,5.51928e-17
1.37518e+4,4.39098e-17
1.79981e+4,3.46233e-17
2.35579e+4,2.81243e-17
3.04471e+4,1.90816e-17
3.81467e+4,1.39151e-17
4.93311e+4,1.11980e-17
6.45365e+4,7.81682e-18
8.22540e+4,4.33812e-18
1.04942e+5,3.23454e-18
1.37403e+5,2.87525e-18
1.82509e+5,2.35673e-18
2.34999e+5,2.35249e-18
3.09833e+5,1.67861e-18
4.18641e+5,1.55407e-18
6.64279e+5,1.45753e-18
8.65300e+5,1.43535e-18
1.12994e+6,1.74466e-18
1.50259e+6,2.15379e-18
1.97473e+6,2.74819e-18
2.56420e+6,3.25140e-18
3.41247e+6,4.30917e-18
4.35904e+6,5.38432e-18
5.66905e+6,7.82078e-18
6.35949e+6,1.35668e-17
7.06921e+6,2.26680e-17
7.86797e+6,4.44031e-17
8.16913e+6,1.39743e-16
8.70082e+6,2.33607e-16
1.02257e+7,2.88334e-17
9.98952e+6,5.06122e-17
1.09170e+7,1.58887e-17
1.15181e+7,8.71396e-18
1.22364e+7,4.98803e-18
1.38147e+7,2.93176e-18
1.55650e+7,2.03842e-18
5.10355e+5,1.17381e-18
2.07626e+5,3.11171e-18
